20.173115 48.875145 131.984787
20.073030 48.668705 131.981689
19.841532 48.191204 131.974533
19.585304 47.662697 131.966614
19.475306 47.435806 131.963211
19.413385 47.308086 131.961288
19.362429 47.202980 131.959717
19.223492 46.916401 131.955414
19.189428 46.846138 131.954361
19.051514 46.561665 131.950089
18.971779 46.397198 131.947617
18.971441 46.396500 131.947601
18.966284 46.385860 131.947449
18.873171 46.193798 131.944565
18.861950 46.170654 131.944214
18.842661 46.130867 131.943619
18.715364 45.868298 131.939682
18.685349 45.806385 131.938751
18.563749 45.555569 131.934982
18.274841 44.959652 131.926041
18.223215 44.853165 131.924438
18.220901 44.848392 131.924362
18.081564 44.560989 131.920059
17.841068 44.064930 131.912613
18.050085 43.949989 131.700378
