37.283157 -37.505684 29.990005
36.521904 -36.932526 29.981558
36.472527 -36.895348 29.981010
35.915348 -36.475842 29.974827
35.902065 -36.465839 29.974680
35.216209 -35.949448 29.967068
35.107281 -35.867435 29.965858
35.065235 -35.835777 29.965391
34.899242 -35.710800 29.963549
34.796387 -35.633362 29.962408
34.770233 -35.613670 29.962118
34.307755 -35.265461 29.956985
34.270008 -35.237041 29.956566
33.842319 -34.915028 29.951820
33.723484 -34.825554 29.950502
33.665531 -34.781921 29.949860
33.088390 -34.347382 29.943455
32.791012 -34.123482 29.940155
32.364906 -33.802662 29.935427
31.148577 -32.886868 29.921928
30.977358 -32.757954 29.920029
30.879711 -32.684433 29.918945
30.039640 -32.051929 29.909622
30.008541 -32.028515 29.909277
29.853241 -31.911587 29.907553
29.824932 -31.890272 29.907238
29.733269 -31.821259 29.906221
29.384172 -31.558418 29.902348
29.342295 -31.526888 29.901882
29.119190 -31.358908 29.899406
28.863953 -31.166735 29.896574
28.863274 -31.166224 29.896566
28.851509 -31.157366 29.896437
28.370340 -30.795086 29.891096
27.788910 -30.357317 29.884644
27.246922 -29.949245 29.878630
27.244534 -29.947447 29.878603
27.216539 -29.926371 29.878292
26.460421 -29.357079 29.869902
26.057276 -29.053545 29.865427
25.614241 -28.719976 29.860510
25.282766 -28.470404 29.856831
25.111002 -28.341080 29.854925
25.034666 -28.283606 29.854078
24.710976 -28.039894 29.850487
24.157688 -27.623316 29.844347
23.649250 -27.240505 29.838705
23.556318 -27.170536 29.837673
22.851355 -26.639759 29.829849
22.403563 -26.302608 29.824881
22.356018 -26.266811 29.824352
22.318802 -26.238791 29.823938
21.632242 -25.721870 29.816319
21.629505 -25.719810 29.816288
21.086681 -25.311111 29.810265
21.069178 -25.297932 29.810070
20.999826 -25.245716 29.809299
20.872656 -25.149967 29.807888
20.689741 -25.012249 29.805859
19.800299 -24.342575 29.795988
19.694849 -24.263180 29.794817
19.417984 -24.054724 29.791744
19.083853 -23.803152 29.788036
18.741343 -23.545271 29.784235
18.557476 -23.406834 29.782194
18.405848 -23.292671 29.780512
18.286367 -23.202713 29.779186
17.481224 -22.596508 29.770250
17.246841 -22.420038 29.767649
17.100538 -22.309885 29.766026
17.091890 -22.303375 29.765930
16.857761 -22.127096 29.763332
16.474716 -21.838696 29.759081
15.621218 -21.196083 29.749609
15.579513 -21.164682 29.749146
15.533995 -21.130411 29.748640
15.495149 -21.101164 29.748209
15.328015 -20.975327 29.746355
14.784959 -20.566450 29.740328
14.740674 -20.533108 29.739836
14.376586 -20.258980 29.735796
13.399188 -19.523083 29.724949
13.323864 -19.466370 29.724113
12.859553 -19.116783 29.718962
12.394159 -18.766380 29.713797
12.204653 -18.623697 29.711693
11.858605 -18.363153 29.707853
11.841627 -18.350370 29.707664
11.742765 -18.275936 29.706568
10.903228 -17.643835 29.697250
10.720969 -17.506609 29.695229
10.702925 -17.493023 29.695028
10.355567 -17.231491 29.691174
9.046825 -16.246120 29.676649
8.778566 -16.044144 29.673672
8.704255 -15.988194 29.672848
8.608345 -15.915981 29.671783
8.246460 -15.643513 29.667767
8.097644 -15.531467 29.666115
7.441679 -15.037581 29.658834
7.358897 -14.975254 29.657915
7.351360 -14.969580 29.657831
6.812021 -14.563503 29.651846
6.052693 -13.991794 29.643419
6.038144 -13.980840 29.643257
5.148403 -13.310940 29.633383
4.470262 -12.800357 29.625856
4.436794 -12.775159 29.625484
4.372482 -12.726737 29.624771
3.356297 -11.961637 29.613495
3.020158 -11.708552 29.609764
2.794611 -11.538734 29.607262
2.578186 -11.375785 29.604860
2.542458 -11.348885 29.604464
2.348370 -11.202753 29.602310
2.230797 -11.114230 29.601006
2.054336 -10.981370 29.599047
0.945062 -10.146181 29.586737
0.358878 -9.704834 29.580231
0.334426 -9.686423 29.579960
0.049042 -9.471554 29.576794
-0.005913 -9.430177 29.576183
-0.316328 -9.196461 29.572739
-1.174931 -8.550005 29.563210
-1.182336 -8.544429 29.563128
-1.390674 -8.387568 29.560816
-1.475767 -8.323501 29.559872
-1.658751 -8.185729 29.557840
-1.701370 -8.153641 29.557367
-1.813502 -8.069215 29.556124
-2.246835 -7.742952 29.551315
-2.424941 -7.608853 29.549339
-3.568674 -6.747720 29.536646
-3.755357 -6.607163 29.534575
-4.228701 -6.250775 29.529322
-4.750726 -5.857735 29.523529
-5.009877 -5.662616 29.520653
-5.136796 -5.567057 29.519245
-5.989536 -4.925016 29.509783
-6.981689 -4.178009 29.498772
-7.198272 -4.014940 29.496368
-8.013842 -3.400886 29.487318
-8.116607 -3.323512 29.486177
-8.550664 -2.996704 29.481361
-8.590399 -2.966787 29.480921
