20.331869 -48.812454 149.992462
20.192614 -48.362106 149.989304
20.096834 -48.052357 149.987137
20.095371 -48.047623 149.987106
20.068590 -47.961014 149.986496
20.039614 -47.867306 149.985840
19.976225 -47.662308 149.984406
19.194363 -45.133797 149.966705
18.647251 -43.364464 149.954315
18.646334 -43.361496 149.954300
18.547453 -43.041721 149.952057
18.052437 -41.440861 149.940857
17.733068 -40.408035 149.933624
17.463566 -39.536476 149.927521
17.087322 -38.319721 149.919006
16.981991 -37.979084 149.916626
16.873974 -37.629765 149.914185
16.253942 -35.624611 149.900146
15.369264 -32.763599 149.880127
14.622143 -30.347443 149.863220
14.483870 -29.900272 149.860092
14.400295 -29.629995 149.858200
13.962725 -28.214909 149.848297
13.444888 -26.540247 149.836578
11.763687 -21.103315 149.798523
10.882565 -18.253801 149.778580
10.578685 -17.271069 149.771698
9.933940 -15.185990 149.757111
8.834441 -11.630260 149.732224
8.595106 -10.856260 149.726807
8.014894 -8.979877 149.713669
7.705185 -8.572690 151.408508
7.146609 -9.332296 151.176331
7.012006 -9.515344 151.120377
6.906585 -9.658706 151.076553
4.679252 -12.687655 150.150742
4.655432 -12.720048 150.140839
3.119364 -14.808947 149.502350
2.711675 -15.363363 149.332886
1.907238 -16.457315 148.998520
1.553561 -16.938282 148.851517
1.484977 -17.031548 148.823013
-0.312763 -19.476294 148.075760
-0.366672 -19.549604 148.053345
-0.368857 -19.552576 148.052429
-0.439165 -19.648188 148.023209
-1.516017 -21.112598 147.575607
-2.494919 -22.443808 147.168716
-2.711584 -22.738449 147.078659
-2.909193 -23.007179 146.996521
-3.194676 -23.395409 146.877853
-3.438591 -23.727108 146.776474
-4.206907 -24.771940 146.457123
-4.598797 -25.304871 146.294235
-6.304743 -27.624786 145.585144
-6.443201 -27.813074 145.527588
-6.596340 -28.021328 145.463928
-6.823654 -28.330452 145.369446
-7.377196 -29.083214 145.139359
-7.813143 -29.676058 144.958160
-9.071191 -31.386877 144.435242
-9.234497 -31.608957 144.367355
-9.731338 -32.284611 144.160843
-10.926443 -33.909836 143.664078
-11.030169 -34.050892 143.620956
-11.318607 -34.443142 143.501068
-11.450377 -34.622337 143.446289
-12.929752 -36.634140 142.831375
-13.288193 -37.121582 142.682388
-13.428387 -37.312233 142.624115
-13.647717 -37.610500 142.532944
-14.072860 -38.188652 142.356232
-14.650623 -38.974354 142.116074
-14.764664 -39.129436 142.068665
-15.187808 -39.704868 141.892776
-16.200787 -41.082420 141.471725
-16.518320 -41.514233 141.339737
-16.799799 -41.897015 141.222733
-17.220713 -42.469414 141.047775
-17.346018 -42.639816 140.995697
-17.978626 -43.500103 140.732742
-18.384775 -44.052425 140.563919
-18.910122 -44.766846 140.345551
-19.005993 -44.897221 140.305695
-19.101982 -45.027756 140.265793
-19.162968 -45.110691 140.240448
-19.439463 -45.486698 140.125519
-20.101444 -46.386929 139.850357
-20.747110 -47.264969 139.581985
-20.935364 -47.520973 139.503738
-20.963472 -47.559200 139.492050
-21.222416 -47.911339 139.384415
-21.628565 -48.463661 139.215591
-21.730299 -48.602009 139.173309
-21.927729 -48.870495 139.091248
-22.511652 -49.664574 138.848541
-22.537588 -49.699844 138.837753
-23.159225 -50.545208 138.579361
-23.221676 -50.630135 138.553406
-24.184156 -51.939011 138.153336
-24.442587 -52.290451 138.045914
-24.488148 -52.352409 138.026978
-24.609232 -52.517071 137.976654
-25.824976 -54.170361 137.471313
